place,name,points,level
17 d,Truniger Manuel,54.25,Manuel
17 g,Inauen Aurel,54.25,Aurel
18 a,Raschle Adrian,54.00,Adrian
18 d,Buchmann Michael,54.00,Michael
18 g,Wetter Dominik,54.00,Dominik
19 c,Blaser Niklas,53.75,Niklas
19 d,Fankhauser Jürg *,53.75,*
20 b,Hälg Joel (1998),53.50,(1998)
21 a,Alder Armin,53.25,Armin
21 d,Sprecher Sandro *,53.25,*
22 c,Blaser Andre (2000),53.00,(2000)
25 a,Flütsch Marco (1999),35.50,(1999)
25 d,Rieser Fabian,35.50,Fabian
25 g,Vogel Beat *,35.50,*
25 j,Küng Christian (2000),35.50,(2000)
25 m,Salnajs Leo (1998),35.50,(1998)
19 e,Furrer Matthias,53.75,Matthias
20 c,Hengartner Ivo,53.50,Ivo
21 b,Gartmann Mauro,53.25,Mauro
22 a,Heierli Pascal (1999),53.00,(1999)
23,Schäﬂi Severin,52.75,Severin
25 b,Kleinberger Alex,35.50,Alex
25 e,Schlegel Sämi (2000),35.50,(2000)
25 h,Akeret Benno *,35.50,*
25 k,Müller Elias,35.50,Elias
25 n,Schwager Mike (2000),35.50,(2000)
20 a,Biäsch Christian,53.50,Christian
20 d,Horner Sämi,53.50,Sämi
21 c,Poltera Andrin (1999),53.25,(1999)
22 b,Odermatt Michi,53.00,Michi
24,Odermatt Martin *,35.75,*
25 c,Knup Stephan,35.50,Stephan
25 f,Straub Paul,35.50,Paul
25 i,Koller Andreas (1998),35.50,(1998)
25 l,Rüegger Remo (1999),35.50,(1999)
25 o,Stäger Janis,35.50,Janis
25 p,Tritten Robin (1998),35.50,(1998)
26 b,Bommer Christoph,35.25,Christoph
26 e,Grob Janik,35.25,Janik
26 h,Tremp Remo (1999),35.25,(1999)
28,Koller Valentin,34.25,Valentin
29 c,Gaccioli Benjamin,34.00,Benjamin
30,Huber Pascal *,27.00,*
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
25 q,Weber Erwin (2000),35.50,(2000)
26 c,Burkhard Roger,35.25,Roger
26 f,Hämmerli Gian-Franco *,35.25,*
26 i,Vogel Simon (2000),35.25,(2000)
29 a,Bommer Joel,34.00,Joel
29 d,Grob Krischan (1999),34.00,(1999)
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
26 a,Aerne Christian,35.25,Christian
26 d,Frei Dominic,35.25,Dominic
26 g,Mathys David,35.25,David
27,Keller Werner,34.50,Werner
29 b,Dudli Gallus,34.00,Gallus
29 e,Peter Simon,34.00,Simon
